WARD,NO.,TRADING CENTRES,,COST ,SEC SCHOOLS/POLY,,COST ,HEALTH CENTRES,,COST 
NDARUGU,1,GACHARAGE TC,,,KAMUTUA TC,,,MUTUNGA HC,,
,2,KAMUTHA TC,,,MUNYUINI TC,,,,,
,3,KARINGA MKT,,,MUTUNGURU TC,,,,,
,4,KIAMRURI TC,,,NDARUGU EC,,,,,
,5,KIBIRU TC,,,RUBURI TC,,,,,
,6,MATUNGURU TC,,,,,,,,
,7,MBOGORO TC,,,,,,,,
,8,MUNGERE TC,,,,,,,,
,9,ROI TC,,,,,,,,
,10,RUBURI TC,,,,,,,,
,11,WANUGU TC,,,,,,,,
NGENDA,12,GITHUYA KARERA TC,1,,GITHUYA SEC,0.7,,,,
,13,GITHUYA-MUKUI TC,1,,GITHUYA SEC,,,,,
,14,GITUNDU LOWER,1,,WAMITAA SEC,0.7,,,,
,15,KAMUNYU A&B TC,1,,,,,,,
,16,KANGIRI LOWER,1,,,,,,,
,17,KARABARA LOWER,1,,,,,,,
,18,KARERA LOWER,1,,,,,,,
,19,KARIRAU LOWER,1,,,,,,,
,20,MURENGE A&B TC,1,,,,,,,
,21,MUTHIGA GATE TC,1,,,,,,,
,22,MUTUNDU GATE TC,1,,,,,,,
,23,RITHO KIAGUTHU TC,1,,,,,,,
,24,MUMBUINI TC ,,,,,,,,
,25,RITHO MBARITI TC,1,,,,,,,
,26,RITHO MUTARAHO TC,1,,,,,,,
,TOTAL,26,14,0,8,1.4,0,1,,0
SUMMARY ,,,,,,,,,,
, ,,,,NO.,,,PERCENTAGE,,
, ,TOTAL  FACILITIES   ,,,212,,, ,,
, ,ELECTRIFIED,,,177,,,83%,,
, ,UNELECTRIFIED,,,35,,,17%,,
GITHUNGURI CONSTITUENCY,,,,,,,,,,
ELECTRIFIED PUBLIC FACILITIES,,,,,,,,,,
WARD,NO.,TRADING CENTRES,,,SEC SCHOOLS/POLY,,,HEALTH CENTRES,,COST
KAMOTHAI,1,MWIGE TC,,,GATHIRIMU,,,GITHIMA DISP,,
,2,GATHIRAINI TC,,,GATHUGU ,,,KIGUMO HC,,
,3,GATHUGA TC,,,GITHIMA,,,MBWI YA IGI DISP,,
,4,GATIIGWI TC,,,J.G KEREME,,,,,
,5,GITHIORO,,,KAGEMA,,,,,
,6,GITOMBE TC,,,KAMOTHAI GIRLS,,,,,
,7,KIBICHOI TC,,,KAMOTHAII BOYS,,,,,
,8,KIGUMO TC,,,KAMOTHEI POLY,,,,,
,9,MBEOI=YA IGI TC,,,KIGUMO POLY,,,,,
,10,THUITA TC,,,THUITA,,,,,
,11,WANJENGA,,,,,,,,
IKINU,12,IKINU TC,,,RIOKI SEC,,,KAIBABU COMM HC,,
,13,KARIA MKT,,,GATEWAYS SEC,,,KARIA HC,,
,14,RIOKI MKT,,,KAMONDO SEC,,,,,
,15,WARATHO MKT,,,KARIA SEC,,,,,
,16,KAHUNGU MKT,,,NGEMWA SEC,,,,,
,17,KAMONDO MKT,,,RIOKI POLY,,,,,
,18,MUUROTI MKT,,,UWEZO SEC,,,,,
,19,,,,WILLIAM NGIRU SEC,,,,,
GITHIGA,20,MATUGUTA TC,,,GITHIGA HIGH,,,GITHIGA HC,,
,21,GATITU TC,,,GAKANGA SEC,,,GITIHA HC,,
,22,GITHIGA TC,,,GATHAITHI SEC,,,,,
,23,GITIHA TC,,,GITIHA TECHNICAL,,,,,
,24,KANYORE TC,,,MATUGUTA SEC,,,,,
,25,,,,MUKUYU SEC,,,,,
NGEWA,26,KWAMAIKO TC ,,,NYAGA SEC ,,,MIGUTA H/C ,,
,27,MIGUTA TC ,,,MIGUTA SEC ,,,NGEWA H/C ,,
,28,NDITHIATI TC ,,,NYAGA POLY ,,,MITAHATO H/C,,
,29,GAKOE MKT ,,,NDIRITI SEC ,,,KAMBUI DISP ,,
,30,GAKOE TC ,,,KIAMBUTHIRU SEC ,,,,,
,31,KIAMBUTHIA TC ,,,MITAHATO SEC ,,,,,
,32,MITAHATO TC ,,,GATHIRIMA GIRLS SEC ,,,,,
,33,RIAGITHU TC ,,,KAMBUI GIRLS SEC ,,,,,
,34,KANGAI TC ,,,KANGAI SEC ,,,,,
,35,HA-NDOGA TC ,,,,,,,,
,36,GATHANJE,,,GATHAITHI  ,,,GATHANGARI  DISP,,
,37,GATHIRIMURU,,,GATHANJI  ,,,GITHIGA DISP.,,
,38,GIATHEKO,,,GATHIRIMURA,,,GITHUNGURI H/C,,
,39,GITHIGA [KAMONDO],,,GATHIRUINI,,,KANJAI  ,,
,40,GITHUNGURI TOWNSHIP,,,GIKANGA KSS,,,KIAIBABU DISP,,
,41,GITIHA,,,GITHUNGURI SEC,,,KIGUMO H/C,,
,42,GITWE [GWA GATANA],,,GITHUNGURI TECHNICAL  ,,,KIMATHI DISP,,
,43,IKINU,,,GITIHA  ,,,MBARITA DISP,,
,44,KAMOTHAI,,                                                                                          ,GITWE GIRLS  ,,,NGEWA H/C,,
,45,KIAMBURURU,,,KAHUNIRA,,,WAJENGA DISP,,
,46,KIONGOINI,,,KAMBUI GIRLS HIGH ,,,,,
,47,KIRATINA A,,,KAMBURURU  ,,,,,
,48,KIRATINA B,,,KIAIRIA  ,,,,,
,49,KIRATINA C,,,KIEREINI  ,,,,,
,50,KOMOTHAI,,,KOMOTHAI GIRLS' TECH.  ,,,,,
,51,MATHANJA,,,KOMOTHAI HIGH BOYS,,,,,
,52,MIGUTA,,,LIOKI ,,,,,
,53,MIIRANO,,,MATHANJA POLY.,,,,,
,54,MITAHATU,,,MATHANJA SEC,,,,,
,55,MUTUYA,,,MIGUTA ,,,,,
,56,NGEMWA,,,MUKUA,,,,,
,57,NGENDAI,,,MUKUYU   ,,,,,
,58,NGEWA,,,NDERETI ,,,,,
,59,NGOCHI,,,NYAGA ,,,,,
,60,PLEASANT VIEW,,,P C E A KAHUNIRA ,,,,,
,61,RIAGITHU,,,P.C.E.A MUKUA  ,,,,,
,62,RIOKI,,,PIONEER  ACADEMY -GITHIGA,,,,,
,63,WAINGERE COMPLEX,,,PLEASANT VIEW ACADEMY,,,,,
,64,WARUHIO,,,ST JOSEPH'S   - GITHUNGURI,,,,,
,TOTAL,62,,,62,,,17,,
                       GITHUNGURI CONSTITUENCY,,,,,,,,,,
                        UNELECTRIFIED PUBLIC FACILITIES,,,,,,,,,,
WARD,NO.,TRADING CENTRES,,COST ,SEC SCHOOLS/POLY,,COST ,HEALTH CENTRES,,COST 
GITHIGA,1,GATAKA TC,,,,,,GATHANGARI(KANYORE),,
,,,,,,,,,,
,TOTAL,1,,,0,,,0,,
SUMMARY ,,,,,,,,,,
,,,,,NO.,,,PERCENTAGE,,
,,TOTAL  FACILITIES   ,,,142,,,,,
,,ELECTRIFIED,,,141,,,99%,,
,,UNELECTRIFIED,,,1,,,1%,,
JUJA CONSTITUENCY,,,,,,,,,,
ELECTRIFIED PUBLIC FACILITIES,,,,,,,,,,
WARD,NO.,TRADING CENTRES,,,SEC SCHOOLS/POLY,,,HEALTH CENTRES,,
WITEITHIE,1,WITEITHIE MKT ,,,MAUGU HIGH SEC ,,,MUTHIRA DISP ,,
,2,NYACABA ,,,,,,,,
,3,OFFICINI ,,,,,,,,
,4,MALABA ,,,,,,,,
,5,KIAHURIA ,,,,,,,,
MURERA ,6,TOLL MKT ,,,NEW MUGUTHA ,,,MUGUTHA DISP ,,
,7,1/4 MKT ,,,BLESSED SEC ,,,,,
,8,MURERA MKT ,,,,,,,,
THETA ,9,KWALE SHOPPING CENTRE ,,,,,,KIWAMINDIA H/C ,,
,10,NDARASHA TC ,,,,,,,,
,11,MATANGINI TC ,,,,,,,,
,12,,,,,,,,,
JUJA,13,,,,GACHORORO SEC ,,,GACHORORO H/C,,
KALIMONI ,14,GACHORORO,,,BLESSED HANDS SEC,,,JUJA FARM H/C ,,
,15,GATHAITHE,,,BROADWAY HIGH,,,ATHI DISP.,,
,16,GATUANYAGA,,,CHANIA  BOY'S  HIGH,,,G.K. PRI S.T(RUIRU) DISP.,,
,17,GICHIIKI,,,CHANIA GIRLS,,,GACHORORO DSP,,
,18,GITHURAI,,,EQUATOR  HIGH,,,GATUANYAGA DSP,,
,19,HAJEMI,,,EXCEL ACADEMY,,,GITHUNGURI RUIRU,,
,20,JAMHURI,,,GITHUNGURI SEC,,,JUJA FARM DISP.,,
,21,JUJA FARM [A],,,GITHURAI MIXED,,,JUJA MILIMANI,,
,22,JUJA HOUSE,,,GREENVILLA HIGH,,,KALIMONI MISSION,,
,23,JUJA MILIMANI,,,JUJA SEC,,,KARIBARIBI DSP,,
,24,KAGERA,,,JUJA SNR,,,KIANDUTU HC,,
,25,KARAMAINI EST,,,KAHAWA,,,KIUU MUTONYA,,
,26,KARIBARIBI PROJECT,,,KAIRI RUMWE,,,MAKONGENI,,
,27,KIAHURIA NO. 4 MKT,,,KAMWIRIGI,,,MAKONGENI DSP,,
,28,KIANDUTU SLUM,,,KENYATTA THIKA SEC,,,MATUNDA HC,,
,29,KIAORA PROJECT,,,KILIMAMBOGO TTC,,,MISSIONARY DSP,,
,30,KILIMAMBOGO,,,KILIMANJARO TEACHERS,,,MUGUTHA DSP,,
,31,KIMUCHU-MURIMO AREA,,,KIMUCHU EMEKA SEC (WIP),,,MUNYU HC,,
,32,KOMO,,,KINYAATHENA YOUTH CENTRE (WIP),,,MUTONYA DISP,,
,33,MAGANA MAGDA MKT ,,,KITAMAIYU,,,NDARURUMO,,
,34,MAGUGUNI,,,KOMO,,,NDULA DSP,,
,35,MAKADARA,,,LILY ACADEMY,,,NDURURUMO DSP,,
,36,MANGU,,,MACHEO CHILDREN'S CENTRE,,,NGOLUBA DSP,,
,37,MARIA MAGDALENE COMPLEX,,,MAGUGUNI,,,RUIRU H/C,,
,38,MUGUMO,,,MARY HILL GIRLS HIGH,,,ST. AUGUSTINE DSP,,
,39,MUNGETHO (BADEA),,,MATOPENI RUIRU,,,THIKA HOSP,,
,40,MURERA KWA  KARIOKI MKT,,,MUNYU GIRLS,,,WITEITHIE DISP,,
,41,MUTHANDE,,,MUNYU MIXED DAY,,,,,
,42,MWIRERI MKT (COMMMITTED WIP),,,MURERA,,,,,
,43,NDARASHA,,,MUTI SEC (BADEA),,, ,,
,44,NDULA,,,MWANA WIKIO SEC (BADEA),,, ,,
,45,NGEWE,,,NDULA SCH,,, ,,
,46,NGOLIBA,,,NGELELYA SEC(BADEA),,, ,,
,47,NGURAYE,,,NGOLIBA  ,,, ,,
,48,RURU,,,RUIRU,,,,,
,49,THIKA,,,RUIRU GIRLS,,,,,
,50,WEIGHBRIDGE,,,S.A JOYTOWN  ,,,,,
,51,,,,S.A. HIGH  FOR THE BLIND,,,,,
,52,,,,ST PAULS SEC GACHORORO,,,,,
,53,,,,ST. PAULS GATUANYAGA,,,,,
,54,,,,STAR OF HOPE ORPHANGE ,,, ,,
,55,,,,THIKA HIGH SCHOOL,,,,,
,56,,,,THIKA TECHNICAL ,,,,,
,TOTAL,48,,,47,,,31,,
JUJA CONSTITUENCY,,,,,,,,,,
UNELECTRIFIED PUBLIC FACILITIES,,,,,,,,,,
WARD,NO.,TRADING CENTRES,,COST ,SEC SCHOOLS/POLY,,COST ,HEALTH CENTRES,,COST 
THETA,1,MATHITIMA (CHUMA ),,,MATHIMA POLY ,,,NDURURUMO DSP,,
JUJA,2,JUJA KITATA MKT ,,,KIA-ORA SEC (PROPOSED),,,MIRIMAINI(PROPOSED),,
,3,MUNGETHO TC ,,,JUJA POLY(PROPOSED),,,,,
,4,SOKO MWEREVU,,,IT CENTRE(PROPOSED),,,,,
,5,SOKO MJINGA ,,,,,,,,
KALIMONI ,6,JUJA FARM MKT ,,,JUJA SEC,,,ATHI H/C ,,
,7,SALAMA VILLAGE ,,,JUJA FARM SEC,,,KENYATTA RD H/C ,,
,8,KENYATTA RD MKT ,,,ATHI SEC,,,SALAMA H/C ,,
,9,,,,MWIERI  SEC,,,JUJA GOUSE H/C ,,
,TOTAL,8,,0,8,,,6,,
SUMMARY ,,,,,,,,,,
, , ,,,NO.,,,PERCENTAGE,,
, ,TOTAL  FACILITIES   ,,,148,,, ,,
, ,ELECTRIFIED,,,126,,,85%,,
, ,UNELECTRIFIED,,,22,,,15%,,
KIAMBAA CONSTITUENCY,,,,,,,,,,
ELECTRIFIED PUBLIC FACILITIES,,,,,,,,,,
WARD,NO.,TRADING CENTRES,,,SEC SCHOOLS/POLY,,,HEALTH CENTRES,,COST
KIHARA,1,,,,GACHIE SEC,,,KIHARA SUB DISTRICT,,
,2,,,,MLIONGOIYA SEC,,,BLESSED PALAZZOLO,,
MUCHATHA,3,,,,ST JOSEPH  GATANGA SEC,,, MUCHATHA DISP ,,
,4,,,,,,,GATHANGA SUB DIST,,
KARURI ,5,KARURI MKT ,,,SENIOR CHIEF KOINANGE SEC ,,,KARURI H/C ,,
,6,KIAMBAA ,,,KARURI HIGH SCH ,,,,,
,7,RAINI ,,,MITHURWA SEC ,,,,,
,8,,,,THIMBIGUA SEC ,,,,,
NDENDERU ,9,KARURA MKT ,,,KARURA SEC ,,,NDENDERU H/C ,,
,10,NDENDERU ,,,KIANGUNYU SEC ,,,,,
,11,GACHARAGE ,,,GACHARAGE SEC ,,,,,
,12,RWAKA ,,,KIHARA SEC ,,,,,
,13,KIANJOGU ,,,,,,,,
,14,GD MKT,,,,,,,,
,15,BANANA HILLS,,,CIANDA,,,ANNMER DISP.,,
,16,CIANDA,,,GACHARACU,,,CIANDA DISP.,,
,17,GACHI CF ,,,KARURI HIGH ,,,G.K PRISON DISP.,,
,18,GATATHA,,,KIAMBU HIGH ,,,GATHANGA DISP.,,
,19,GATHANGA,,,KIAMUMBI,,,KARURI H/C,,
,20,GATHURINI ,,,KIHARA  ,,,KAWAIDA DISP.,,
,21,GATUIKIRA PROJECT,,,KIUU RIVER ,,,MIGAA(IN DESIGN),,
,22,GICHI COFFEE FACTORY,,,LIOKI,,,NAZARETH HOSPITAL,,
,23,GICHOCHO COMPLEX,,,LORETO  ,,,,,
,24,GITIMAYU,,,MUONGOIYA,,,,,
,25,KAMITI CORNER,,,NDUMBERI,,, ,,
,26,KANGOYA,,,RIABAI,,, ,,
,27,KIAMBAA,,,RIARA,,, ,,
,28,KIAMBU TOWNSHIP,,,ST.ANNE'S LIOKI,,, ,,
,29,KIAMUMBI,,,TINGANGA,,, ,,
,30,KIAWANDUMBU,,,WANGUNYU,,, ,,
,31,KIU KENDA,,,,,, ,,
,32,MUNUNGA BETHEL,,,,,, ,,
,33,MUROTO,,,,,, ,,
,34,MWOROTO-RUTURO,,,,,, ,,
,35,NDUMBERI,,, ,,, ,,
,36,NGURUNGA,,, ,,, ,,
,37,NJUNO,,, ,,, ,,
,38,NYAUTU,,, ,,, ,,
,39,RAIRI,,, ,,, ,,
,40,RIABAI,,, ,,, ,,
,41,RUTHIRUINI,,, ,,, ,,
,42,THINDIGWA,,, ,,, ,,
,43,THUITA,,, ,,, ,,
,44,TING'ANG'A,,, ,,, ,,
,45,WAGUTHU,,, ,,, ,,
,46,YAMOGO,,, ,,, ,,
,TOTAL,41,,,27,,,14,,
KIAMBAA CONSTITUENCY,,,,,,,,,,
UNELECTRIFIED PUBLIC FACILITIES,,,,,,,,,,
WARD,NO.,TRADING CENTRES,,COST,SEC SCHOOLS/POLY,,COST,HEALTH CENTRES,,COST
CIANDA,1,KAWAIDA TC,,,CIANDA SEC,,,GICHAGATHA DISP,,
,2,GATONO TC,,,,,,KASPHAT DISP,,
,3,KAROMO TC,,,,,,KAWAIDA DISP,,
,4,MILIMANI TC,,,,,,,,
,5,RAINI TC,,,,,,,,
KIHARA,6,KIHARA MKT,,,REHOBOTH SEC,,,,,
,7,GACHIE/RIVARORI MKT,,,,,,,,
MUCHATHA,8,MUCHATHA TC,,,,,,,,
,9,GATHANGA TC,,,,,,,,
,10,WAGATITU TC,,,,,,,,
